id,sentnce,label
1380_5,Please add these to the platform.,1
1380_6,There is lack of support for digitally signing X509 client certificates.,0
1380_7,Also there is no support for storing certificates in certificate store using .NET code and located in the device.,0
1380_8,"Facilidade para definir qualquer mp3 como toque, e transferï¿__ncia de arquivos sem a necessidade do zune, pois ï¿_ï¿_ ridï¿__culo ter de utilizar um programa ruim sem poder definir as coisas da maneira que eu quero!!!",0
1380_9,"Machine translation: Up the phone more Tramp in the market if you can set music as ringtone, alarms etc., as in windows I have to create ringtone Facility to define any mp3 as a ringtone, and transfer of files without the need of zune, it is ridiculous to have to use a bad program without being able to set things up the way I want!",0
1380_10,Open the damn thing up.,0
1380_11,Less than 5% market share and the platform is more locked up than my wife's vagina.,0
1380_12,Had a great idea for an app and after 10 seconds of research I found it was impossible to do with WP7.,0
1380_13,There does not seem to be a way to control newlines in the application descriptions on the Marketplace.,0
1380_14,"These descriptions also appear differently depending on where they are being viewed (web, zune on PC or device).",0
1380_15,"The Update Description field has a documented purpose, but then in the forums I read that this field does not appear in the Marketplace.",0
1380_16,Please provide a way to 1) predictably introduce newlines into the description fields 2) let me see how these fields will render in the different environments (WYSIWYG) 3) show me how the Update Description will be used in my updated app There does not seem to be a way to control newlines in the application descriptions on the Marketplace.,1
1380_17,Please provide a way to 1) predictably introduce newlines into the description fields 2) let me see how these fields will render in the different environments (WYSIWYG) 3) show me how the Update Description will be used in my updated_ï¿__ more,1
1381_1,Quicker way to go to the bottom of the metro screen to view tons of pined apps.,0
1381_2,I currently develop for Android and iOS.,0
1381_3,"I am interested in developing for Windows Phone, but would need a device, to pay registration and learn a 3rd platform to do so.",0
1381_4,"That involves a lot of time, which is a large risk to smaller development companies.",0
1382_1,"If Microsoft created some incentives, like a free device (Blackberry did this) and a free year of membership (Amazon did this) it could drive a lot of developers to the platform which is crucial to the platform taking off.",1
1382_2,I would jump at the opportunity to adapt my apps for Windows Phone if Microsoft created incentives for me to try the platfrom.,0
1382_3,I would jump at the opportunity to adapt my apps for Windows Phone if Microsoft_ï¿__ more,0
1383_1,Cant use keyboard in landscape mode in some app,0
1383_2,You would finally be able to add and customize your alert and text sounds!,0
1383_3,One public folder with full access as flash memory with configurable size.,0
1383_4,That folder would be available for all apps.,0
1383_5,Of course each app would have permission accepted by user and each app would have own isolated storage for more private.,0
1383_6,It would be nice to see Windows Phone move to optional vector based icons instead of static bitmaps.,1
1383_7,This would allow the application bar (or appbar) to resize if say HD screens were added.,0
1383_8,"Ideally, users would only need 2 icons for the marketplace: 'Tile' (contains the application name), and 'List' (just the icon for the app list).",0
1383_9,Appbars could be created at 48x48 and resized as needed.,0
1383_10,"I know this is a pain on developers that are not designers or have designers, but an option would be nice time saver for the future.",0
1383_11,"Currently I know of developers creating deep link tiles from XAML in their application, so the idea isn't too far off.",0
1383_12,This came up while talking to other developers at a few talks/meetups (not because I created the largest vector based creative commons icon pack for Windows Phone that many of you use already).,0
1384_1,Currently I know of developers creating_ï¿__ more,0
1385_1,"In short, now that we can have multiple tiles, sure, it's great that they can open the app.",0
1385_2,But why not let us flip the tile instead (Note: The mail tile would *always* open the app.),0
1385_3,"Think of a 'Stocks' app where you see the price and change on the front, then tapping it shows the graph on the back.",0
1386_1,Perhaps a double-tap opens the app like they do now.,0
1386_2,It would be nice to be able to delete a cert you have uploaded.,1
1387_1,"Social networking APIs, like Facebook, are constantly adding new features.",0
1387_2,Proving access to the authentication directly (even if it were temporary) would allow applications to use the most up-to-date social networking SDK to provide better features for their users.,0
1387_3,"A ""GrantAccountAccessTask"" could, for example, ask the user for temporary access (including what permissions are needed).",1
1389_1,"If the user did not have an account configured for that provider, they could be given the chance to create one (or simply redirected to the social network providers website).",0
1391_1,"I'd like to be able to decorate my home screen by pinning my favorite photos, directly from within the pictures application.",1
1395_1,Allow users to organize tiles into separate hubs.,1
1395_2,"I like to keep my start screen tidy with relatively few apps, but the alphabetized list is cumbersome when I forget the name of an app.",0
1395_3,A secondary start hub I can use to store occasionally used apps would be good.,0
1395_4,An automated hub for recently used apps would also be good.,0
1396_1,lets keep the automatic adjustment of screen brightness with manual compensation that increases or decreases the value automatically set,0
1398_1,Please allow the access to phone filesystem.,0
1399_1,It would be a great benefit if the developers can manipulate the sdcard resources etc etc.,0
1399_2,I know that storage and storing information is limited to the application context.,0
1400_1,"I'm android developer, I've been through interoperability guide and read about this.",0
1400_2,"I've been wondering if something can be done through the silverlight, but all that failed since read that.",0
1400_3,"Cheers,",0
1400_4,"On all the ... buttom right, where I can share etc I would like to be able to print.",0
1400_5,"It needs to be and integrated part of the phones functionality, that is why I put it in Framework.",0
1400_6,No app-driven solution.,0
1400_7,"Having a lot of i-gear, iPhone, iPads etc that can print, it is dissappointing not beeing able to use the equipment I already own.",0
1402_1,I'm sure a lot of potential customers have the same contemplations but decides to stay on iOS instead of switching.,0
1404_1,"HP have the ePrint functionality, Apple the Airprint.",0
1404_2,Can you not make connection to these devices possible?,0
1404_3,Can you not make connection to these_ï¿__ more,0
1404_4,I want to give a textbox a placeholder text.,0
1404_5,This now requires creating a custom control.,0
1404_6,I want this to be available out of the box.,0
1404_7,"Oh, and I want the option to create labels for the textbox.",0
1404_8,Provide the access to pictures in PhotoChooser and Camera Roll in emulator,0
1404_9,Since the easiest way to get hold of files to be used in programs is by downloading them from a network or the internet and saving them in isolated storage it would make the whole thing a lot easier if you could do this with FTP.,0
1404_10,FTP is still one of the most used protocols for retrieving files.,0
1404_11,And using a proxy is not always an options since some of us would like to be able to reach FTP servers that is on a separate network.,0
1404_12,"IMAP idle for ""push"" emails and sync read, forward and answered mails plus sync send folder!",0
1404_13,Email for business is very impotant!,0
1404_14,"For all the guys & girls over the 45 years old, de need a really big clock in the main display.",0
1404_15,Thanks (sorry about my english).,0
1405_1,Positioning cursor is almost imposible,0
1406_1,WP should support ussd menu and umb as well,1
1406_2,"De una buena vez quiten la interfaz Metro, se ve bien desde una app de escritorio, pero en el mï¿__vil es horrible.",0
1407_1,"Once removed the Metro interface looks good from a desktop app, but on the mobile phone is horrible.",0
1407_2,"When the volume is in the rang 01-09, the volume does not decrease.",0
1407_3,"This is experienced on a Nokia Lumia 800, OS version: 7.10.8107.79",0
1407_4,"Continuing my prior post about allowing us to explicitly flip secondary live tiles with a tap instead of launching the app, this request would allow such an action to explicitly update the tile by triggering a function call in a background task.",0
1407_5,"For instance, normally a stock price tile updates every 30 minutes via a background task, but if you tap it, the quote updates instantly.",0
1407_6,Or perhaps you have a tile that shows you where you are--restarurant or wherever--and you simply tap it to check in there.,0
1407_7,No need to open the app.,0
1407_8,"Since it's user-initiated, it wouldn't drain the battery.",0
1408_1,"Perhaps these two ideas are combined and you define which action to take when creating/updating the tile... Flip the tile, execute a background task (or both), or simply launch the app like normal (possibly with deep toast.)",0
1408_2,"That would really make LiveTiles 'Live' which now, they kind of aren't and were by *far* the biggest disappointment when we saw the actual SDK.",0
1409_1,"Coming from iOS, when we did see that, we scrapped two apps we were going to release on WP7.",0
1409_2,"(A third was scrapped because of the inability to do location tracking in a background task more frequently than once every 30 minutes, which is sort of the same 'stale data' issue as here.)",0
1409_3,"Since it's user-initiated, it wouldn't drain_ï¿__ more",0
1409_4,"In the Schedule Namespace ist isn't possible to have access to the Media Library to play Songs, User has already on his Device -> Please add this function to get access to the Media Library.",0
1411_1,"Another thing is, to have the possibility ti modify the Notification, wich is shown, when the Alarm or Reminder Rings.",0
1413_1,"We need to open our Application, or to overwrite the notify to costumize it to get a better improvement for the user.",0
1414_1,"Extend the API to query phone volume and vibration settings, maybe even set them.",0
1415_1,http://wpdev.uservoice.com/forums/110705-app-platform/suggestions/1908267-extend-the-api-to-query-phone-volume-and-vibration,0
1415_2,I found a problem with displaying html in the built-in browser (IE) windows phone 7.,0
1415_3,"In html if you align text to the right, then its size is reduced.",0
1415_4,"Sample html: <!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <title>text-align</title> <style> div { border: 1px solid black; /* ___ï¿__ï¿__ï¿____ï¿____ï¿___ _ï¿__ï¿_______ */ padding: 5px; /* _______ï¿_ _______ï¿__ï¿___ ___ï¿____ï¿____ï¿_ */ margin-bottom: 5px; /* _____ï¿____ï¿__ï¿_ _ï¿________ï¿_ */ } #left { text-align: left; } #right { text-align: right; } #center { text-align: center; } .content { font-size: 20px; width: 75%; /* _ï¿____ï¿______ï¿_ _ï¿______ï¿_ */ background: #fc0; /* _____ï¿___ _______ï¿_ */ } </style> </head> <body> <div id=""left""><div class=""content"">_ï¿____ï¿__ï¿__________ï¿______ï¿_ _ï¿___ ___ï¿________ï¿_ ___ï¿__ï¿___</div></div> <div id=""center""><div class=""content"">_ï¿____ï¿__ï¿__________ï¿______ï¿_ _ï¿___ ___ï¿______ï¿__ï¿_</div></div> <div id=""right""><div class=""content"">_ï¿____ï¿__ï¿__________ï¿______ï¿_ _ï¿___ _ï¿__ï¿__ï¿________ï¿_ ___ï¿__ï¿___</div></div> </body> </html> Third row is displayed incorrectly Phones: emulator vs, lumia 800, trophy version OS: 7.1 I found a problem with displaying html in the built-in browser (IE) windows phone 7.",0
1415_5,"Sample html: <!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <title>text-align</title> <style> div { border: 1px solid black; /* ___ï¿__ï¿__ï¿____ï¿____ï¿___ _ï¿__ï¿_______ */ padding: 5px; /* _______ï¿_ _______ï¿__ï¿___ ___ï¿____ï¿____ï¿_ */ margin-bottom: 5px; /* _____ï¿____ï¿__ï¿_ _ï¿________ï¿_ */ } #left { text-align: left; } #right { text-align: right; } #center { text-align: center; } .content { font-size: 20px; width: 75%; /* _ï¿____ï¿______ï¿_ _ï¿______ï¿_ */ background: #fc0; /* _____ï¿___ _______ï¿_ */ } </style> </head> <body> <div id=""left""><div_ï¿__ more",0
1416_1,"I would like to develop a bedside alarm clock app where the user can control the brightness by touch - so the app can run with the screen off unless the user is touching the screen, or the user can pinch to make the display lighter or darker.",0
1416_2,All I am able to control at the moment is the contrast of the display (by playing with the colours and alpha levels of the rendered graphics).,0
1416_3,"Silverlight for WindowsPhone provides basic, built-in binding validation through the Binding.ValidatesOnExceptions property, as documented in the Silverlight Data Binding topic.",0
1416_4,"However, the phone versions of the controls do not provide validation templates.",0
1417_1,"To support validation, one option is to re-template the controls to provide your own validation template.",0
1417_2,"For example, you can customize the desktop version of the template provided in the TextBox Styles and Templates topic.",0
1418_1,Please provide validation templates for WindowsPhone controls.,1
1419_1,We've heard a lot about the default experiences in the phone (especially the different hubs) are a great resources for developers and designers to get a feel for some real world implementations of the Metro Design Language and get inspired from them.,0
1419_2,"However, not everybody has a physical device, so having those experiences in the emulator would be a great addition to the dev tools and resources.",0
1419_3,"Would be nice and useful to have email messages grouped by date, same as contacts grouped by initial letter.",1
1420_1,simple.,0
1420_2,let there be more than 9.,0
1420_3,A user should be able to deside between power drain and functions.,1
1421_1,For sharing audio and video there should be a very plain possibility to share stuff as already encoded package.,0
1421_2,Optimized to the hardware by performant C++ usage instead of own written encoders.,0
1421_3,Perhaps that could be available as Toolkit in codeplex.com.,1
1422_1,There needs to be an Alpha Test mechanism available.,1
1423_1,I am doing Agile development on a business app and I need to let me boss test the app weekly.,0
1424_1,"Since the beta test versions I recently submitted have been waiting for certification for 9 days, there is no way for us to work together on this.",0
1424_2,My boss is not a developer and has no development tools but absolutely needs to see the progress of development in a timely manner.,0
1425_1,If the Beta program certified apps in a day then this might not be a problem.,0
1425_2,"As it is, it is hardly usable as a beta test program since our customers also need to see the app and improvements in a timely manner.",0
1425_3,"As it is, it_ï¿__ more",0
1426_1,"We need support special multitasking tasks, like VOIP and IM!",1
1426_2,"We can't create good apps for this services without this API, looks on your Skype client, wtf??",0
1426_3,iOS already has this API's!,0
1426_4,CSS_ï¿_ï¿__ï¿_ï¿_position:fixed_ï¿_ï¿__ï¿_ï¿__ï¿_ï¿_____ï¿___ï¿____ï¿_____ï¿___ï¿_ï¿_ï¿_______ï¿___ï¿___ï¿___ï¿___ï¿_ï¿__ï¿___ï¿___ï¿___Êê_ï¿____ï¿_ï¿_ï¿___ï¿_ï¿_____ï¿__ï¿___ï¿___ï¿___ï¿___ï¿___ï¿_ï¿__ï¿_ï¿__ï¿____ï¿__ï¿____ï¿_ï¿___ï¿___ï¿___ï¿___ï¿___ï¿_ï¿__ï¿_ï¿__ï¿___ï¿_ï¿__ï¿____ï¿__ï¿______ï¿__ï¿__ï¿_ï¿_Ó«___ï¿____ï¿_ï¿___ï¿__ï¿___ï¿___ï¿___ï¿___ï¿____ï¿__ï¿___ï¿___ï¿___ï¿____ï¿___ï¿_IE Mobile_ï¿______ï¿_ï¿__ï¿_ï¿_____ï¿_ï¿___ï¿__Êù_ï¿___ï¿___ï¿___ï¿___ï¿_ï¿__ï¿___ï¿___ï¿___ï¿__,0
1428_1,".net should support zip, system can use, why not give developers?",1
1428_2,"Volume on headphone, when phone rings while listening to a song, raise to max volume.",0
1429_1,Multi-select on Zune to delete Albums or to create a playlist,0
1429_2,"Read/write accsess to email sync settings could enable applications to create custom sync profiles (based on week-days, time, position, etc).",0
1429_3,Implement Soundwave touchless api on the phone for touch free Metro.,1
1429_4,Microsoft boffins showed how they can use audio via the speaker and microphone and a dopplar computation to detect gestures without touching the screen.,0
1429_5,I want to use that on the Phone for some games.,0
1429_6,http://news.cnet.com/8301-10805_3-57429782-75/microsoft-soundwave-its-like-kinect-but-skips-the-cameras/ Please try to make that happen.,1
1429_7,"In the submission process, publishers should be able to check a box for apps that are made for individuals 13 or older and 18 or older.",1
1429_8,"This should flag a feature in the marketplace, when an app is being downloaded, to verify the age of the downloader.",0
1429_9,"In WP7 you can add multiple accounts of different types (Live, Google, Facebook, etc).",0
1430_1,It would be nice to be allowed to get basic information about these accounts.,0
1431_1,"For example, get a list of all email accounts and for each account report the number of unread emails.",0
1431_2,I think there are two ways to improve the beta program: 1.,0
1432_1,Make apps available immediately.,1
1433_1,"When developing on iOS (using testflight) or Android, we don't have to wait two hours for beta code to be ""approved"".",0
1434_1,We upload a new version or have the users download an update immediately.,0
1435_1,"If immediate approval is not possible, then apps that have been published should be immediately available.",1
1435_2,"When we receive emails saying the beta application is published, users are not able to download the application with the very own links provided in the email.",0
1435_3,Users are reporting a 1-2 day time between when the app is approved to when it is available for download.,0
1435_4,Users receive a strange marketplace error when trying to download the application.,0
1435_5,Users are reporting a 1-2 day_ï¿__ more,0
1435_6,.,0
1437_1,When developing apps it is often useful to leverage existing Launchers and Choosers as Tasks to access certain data or perform an operation.,0
1437_2,Currently this is only exposed for system-level data and operations.,0
1438_1,It would be ideal to allow apps to expose certain bits of data or functionality to other apps to provide a complementary experience in terms of reuse of information or performing similar tasks.,1
1438_2,Imagine shopping apps being able to share a set of data such as a wish list or news apps being able to share a list of news feeds.,0
1440_1,"Imagine having an installed app do what it does best for another app, such as perform a series of complex calculations or gather weather data.",0
1440_2,It would be the responsibility of the app to decide what it exposes for data or functionality.,0
1440_3,Security is a concern and in this case that means access to data or performing undesired operations.,0
1440_4,This can first be alleviated as with other security screening by prompting the user to allow an app to access another app's tasking features.,0
1440_5,"Additionally, the app itself is responsible for what it exposes; and it would not be able to chain access to any other area - only data in its isolated storage space for functions that are allowed as tasks.",0
1440_6,"Lastly, app submission testing would ensure that the app ""plays nicely"" in what it offers.",0
1440_7,Consider the following... class MyAppChooser : Chooser { public Choose() { // give list of saved music or list of sites from news feeds } } class MyAppLauncher : Launcher { public Launch() { // kick off app function such as PlayMusic() or ShowFeed() } } When developing apps it is often useful to leverage existing Launchers and Choosers as Tasks to access certain data or perform an operation.,0
1440_8,Imagine having an installed app do_ï¿__ more,0
1440_9,HLS becomes more and more popular to stream live video contents on mobile devices.,0
1440_10,Is there any plan to support this protocol in WP?,0
1440_11,"If not, what is the recommended solution.",0
1440_12,"<p>As 99% computer owners have installed flash plugin in web browser, so it's naturally that FLV or SWF flash videos are more acceptable than popular videos formats, such as MP4, AVI, MPEG or ect.",0
1440_13,"Especially the FLV has been widely used among renowned video sharing sites, for example YouTube.",0
1440_14,Are you planning to advertise your company products or discount news by online videos?,0
1440_15,"In such case, you'd better make your videos carefully so that it can leave a good user experience to the potential clients.",1
1440_16,"</p> <p>If you convert video to FLV flash video, which features much smaller size than popular formats, your videos will be watched unhinderedly with quick loading.",0
1440_17,"Besides, the FLV flash video has no requirement of video player, if the viewers have installed flash plugin.</p> <p>How to <strong><a href=""http://www.kvisoft.com/video-to-flash/"">convert video to FLV</a></strong>?</p> <p>1.",0
1441_1,import videos.,0
1441_2,"The any video converter is powerful in converting multiple video of any format to FLV, so you can <strong><a href=""http://www.kvisoft.com/tutorials/avi-to-flv-conversion.html"">convert AVI to FLV</a></strong>, or <strong><a href=""http://www.kvisoft.com/tutorials/how-to-convert-mp4-to-flv.html"">convert MP4 to FLV</a></strong> etc in a breeze.</p> <p>2.",0
1441_3,edit and customize imported videos.,0
1443_1,"</p> <p>Cropping the screen size of each video, inserting photos or text as watermark, regulate the saturation of selected video, split or clip videos, and merge various videos into one are all made easy by Kvisoft <strong><a href=""http://www.kvisoft.com/video-to-flash/"">video to flash</a></strong> converter.",0
1443_2,"</p> <img src=""http://farm7.staticflickr.com/6096/7028831993_5467feca35.jpg""; /> <p>3.",0
1443_3,"select FLV as output format.</p> <p>After all the video editting worlk done, please turn to Formats button to make a choice between SWF or FLV.",0
1443_4,"If you are more requirements of your video, such as bit rate, encoder, etc, you are do these settings one by one in the pop-up Formats window.</p> <img src=""http://farm8.staticflickr.com/7189/7028832023_19c51b3ae9.jpg""; /> <p>4.",0
1443_5,"Final step, convert video to FLV</p> <p>When everything is finished, you can click Start button to start the video to FLV conversion process.",0
1443_6,You are allowed to preview the converting process in slideshow.,0
1443_7,"</p> <p>As 99% computer owners have installed flash plugin in web browser, so it's naturally that FLV or SWF flash videos are more acceptable than popular videos formats, such as MP4, AVI, MPEG or ect.",0
1443_8,"</p> <p>If you convert video to FLV flash video, which features much smaller size than_ï¿__ more",0
1443_9,Allow the BackgroundAudioPlayer to play tracks from the MediaLibrary.,1
1443_10,Or allow applications that implement the XNA MediaPlayer class to run in the background.,1
1444_1,ï¿___ï¿____ï¿_____PictureHub_ï¿_ï¿________ï¿_____Music+Videos_Êè_ï¿___ï¿___ï¿_________ï¿_ï¿_____ï¿___ï¿____ï¿__Ê©_ï¿___ï¿_____ï¿__ï¿_ï¿_ï¿___ï¿___ï¿______Êè_ï¿___ï¿___ï¿____ï¿_____ï¿____ï¿____ï¿__ï¿__ï¿___ï¿______ï¿___ï¿_ï¿__ï¿___ï¿___ï¿__Video_ï¿___ï¿____ï¿__ï¿___ï¿___ï¿___ï¿_____âê‰__ï¿__ï¿_ï¿___ï¿_____ï¿_ï¿__ï¿___ï¿_ï¿________ï¿___ï¿____ï¿__Ê©____Ê©____ï¿___Ê©_ï¿____ï¿_ï¿_ï¿__ï¿____ï¿___ï¿___ï¿___ï¿___ï¿___ï¿__,0
1444_2,"Please add the possibility to add your own spell check service, or provide the data if a system wide one existed.",1
1444_3,"When I want to build some tiles in my app, I have to use buttons that I give a custom style.",0
1445_1,"But this is ugly since everyone implements this in another way, resulting in odd alignments, bad text colours, etc.",0
1446_1,We need a simple and standardized way to create simple tiles that function as buttons.,1
1446_2,Beta testers test our apps for free.,0
1446_3,It would be nice if when the app/game is published in the marketplace we could include a list of the testers that helped us so they can get the app from free instead of having to buy it.,1
1448_1,"Android,iOs and Blackberry are compatible with this API So why don't we",0
1449_1,"I would be a really nice gesture to have an option wich can put everything to the other side, so when left handed people scroll, they could also see the content.",1
1449_2,Visual Studio 11 and new Expression Blend.,0
1449_3,Merge products together.,0
1449_4,"Add 'open app in marketplace' in the app menu (rate & review, uninstall, pin to start)",1
1449_5,It does not look professional when scrolling upward at the end of any page or downward at the top the content of the page regardless of material or application will be stretched down,0
1449_6,It is part of the effect through the whole operating system and does not particularly belong to any application.,0
1449_7,Sometime the stretched content of the page does not look professional.,0
1449_8,UDP Broadcast (send to 255.255.255.255) is not supported.,0
1449_9,In this case an exception is thrown.,0
1449_10,We need UPD broadcast to search for our devices in the network.,1
1449_11,"These devices have a simple network interface an cannot be extended for several reasons (flash size, communication library).",0
1449_12,UPNP and UDP Multicast is not supported by these devices.,0
1449_13,The only possibility to search them is to use UDP Broadcast.,0
1449_14,We get an answer back and know how devices are in the network.,0
1449_15,Then we can use the Smartphone as remote control four our devices.,0
1449_16,Visual Studio provides a Edit and Continue feature allowing a developer to write code while debugging.,0
1449_17,"When an exception is thrown and intercepted by the debugger, Edit and Continue permits to change your code right while debugging to make the code continue.",0
1449_18,"In fact when the debugger is in break mode, you can edit the local function being executed.",0
1449_19,Silverlight and Windows Phone does not support that right now.,0
1450_1,It would be great to have this feature.,1
1450_2,"I have a great app idea going but I am missing one feature, the ability to upload music.",0
1450_3,"We have the photochoosertask which works great and does the job, but we do not have access to music on the device.",0
1451_1,The reason I think this should be allowed is because there are many artists who make their own music that are new and put their music on the device.,0
1451_2,We can allow music that is not copyrighted to be accessible if that is a huge issue.,1
1451_3,"What do you people think, do you hear where I am coming from with this idea?",0
1451_4,"Thanks Joe I have a great app idea going but I am missing one feature, the ability to upload music.",0
1452_1,"What do you people think, do you hear where I am coming from with_ï¿__ more",0
1452_2,ï¿__ï¿___wifi______âê‰___ï¿___ï¿_ï¿__,0
1452_3,"Linq to sql is not efficient at all, could they include sql , sqlight or other library.",0
1454_1,"It s impossible to connect easily to ftp network, I suggest to include it in the future sdk.",1
1455_1,We want an Office Hub that open Openoffice document.,1
1456_1,Speech API is an essential part for a lot of people on the desktop.,0
1456_2,"It plays a big role in education, helping visually impaired etc.",0
1456_3,"There are also companies living of developing SAPI voices, and itï¿__s far between great SAPI voices for non-English languages.",0
1456_4,"Currently for dynamic data binding controlls like listbox, <a href=""http://msdn.microsoft.com/en-us/library/ms668604%28v=vs.95%29.aspx"">ObservableCollection</a> is recommended.",0
1456_5,"However the collection does not implement Sort, and it does even implement Move (so you can implement sorting on your own by extending it).",0
1457_1,Can we have a sortable observable collection for WP7?,1
1458_1,Option to show track number on Zune playlist,0
1458_2,I am really sorry having bought this phone.,0
1458_3,"The abillity to search, and get results are crucial to a good user experience!",0
1459_1,Why can't I change phone search and IE search to Google or another provider that actually work?,0
1459_2,Let us say I wan't to find a bicycle repair shop?,0
1459_3,"Bing doesn't find any for me, the nearest is in Australia, which is a bit far from Denmark.",0
1459_4,20000 km or so?,0
1459_5,"Using the Google app, I find some nearby, but I guess the Google app doesn't have my exact location.",0
1460_1,Well from IE you can also search.,0
1460_2,"But let us say I visited the bicycle page, from Google, and want to search for...sunglasses ...to buy when I go to town anyway....the search in IE is yet again the Bing thing.",0
1460_3,"Get it, I do not want Bing!",0
1460_4,"As long as it can't give me relevant search results, keep the darn thing away from my phone!",0
1460_5,"I would like and recommend the phone to others, but this is just too big an issue to overlook!",0
1460_6,Fix Bing or fix the phone.,0
1461_1,"I'm sure fixing the phone is easiest, fastest and cheapest!",0
1461_2,20000 km or so?,0
1461_3,But let_ï¿__ more,0
1462_1,"I started writing an application that was going to send text to all my friends who are on Messenger, and so I thought I may have access to that over the phone since I can now chat via messenger.",0
1462_2,"Unfortunately, that task or access does not exist.",0
1462_3,Is that in the upcoming roadmap?,0
1462_4,Siamo indietro rispetto al Mac!,0
1463_1,"At the moment, when launching the BingMapsTask it's only possible to set the center and zoom level.",0
1464_1,There's no way to specifically highlight the paticular place that we're wanting to show to the user.,0
1464_2,"At best this is unclear, but should the user pan or zoom they lose the frame of reference for the place we're trying ot show them.",0
1464_3,You can sometimes work around this behaviour by specifying a search for the place you're trying to indicate but this is dependent upon the search results.,0
1465_1,If the search finds nothing you get no pin.,0
1465_2,Or if the search finds something other than what you intended you can end up with a pin (or pins) far from where you want them.,0
1466_1,(Even half way round the world from where we wanted to show!),0
1466_2,It is possible to perform a search for the latitude and longitude of the place but this results in a pin that displays the latitude and longitude which can be confusing.,0
1466_3,If it were possible to tell the task to show a pin (or pins) at a specific point (or points) that that would allow for a better user experience.,0
1467_1,Even if we could just specify a label for the pin that would be better than nothing.,1
1468_1,Or if the search finds_ï¿__ more,0
1469_1,"Add an option ""Private"" to lock photos, movies, songs, calendar appointments...",1
1469_2,Internet explorer keeps running in background and is always visible while back button is kept pressed.,0
1469_3,"That is good for multitasking and it resumes the work from where we left but still if I have done using it, I can't close it down.",0
1469_4,That is irritating actually.,0
1470_1,An exit button should be there on all application software's.,1
1470_2,"Show used volume, so you can see how much MB of your inclusive volume is already used.",1
1470_3,"Would work just like Apple does, there is no reason why we need to purchase a certificate every year from a root CA and worry about certificate chain issues.",0
1471_1,We could just upload a CSR and Microsoft provide a signed certificate via their own CA.,0
1472_1,http://connect.microsoft.com/VisualStudio/feedback/details/613932/windows-phone-7-visual-studio-generates-uncompilable-code-when-adding-an-image-to-a-resource-file,0
1472_2,It would be nice if a choice between vibration and the sound is given for typing,1
1472_3,Many small developers skip Brazil and Korea from worldwide distribution because there are mandatory rating agency requirements.,0
1473_1,Pin settings 'airplane mode' 'wifi' ecc.,0
1473_2,in the start screen,0
1474_1,The current developer ecosystem for WindowsPhone apps is focused on individual developers or corporate developer accounts that typically distribute apps to the masses via the Marketplace.,0
1475_1,"Internal use of apps is defined as a ""beta test"" and requires a list of Live IDs designated to allow a certain set of users to download and use the app.",0
1476_1,This is very limited and also time consuming.,0
1476_2,"Ideally, a company may wish to dedicate a group of Live IDs as testers to be used each time.",0
1476_3,"Allowing for tester groups or ""profiles"" would allow for efficient test setup in the Marketplace, especially for multiple products, by allowing a group to be assigned to the app as it is entered in the Marketplace as a beta.",0
1477_1,"Additionally, it would be great to have additional support for Enterprise developers that target a specific set of clients as opposed to the public masses of the Marketplace.",1
1477_2,"First, an Enterprise Developer account could be established with a cost of, say $499, which is high enough to deter hobbyists or smaller companies from enrolling, while at the same time providing additional benefits to larger ""enterprise-level"" corporations.",1
1478_1,"For this cost, a company would receive two unlocked WindowsPhone devices that could be traded or upgraded.",0
1478_2,"This allows a team to use these devices for testing, as opposed to having to put company apps on their personal devices or hand their devices over for demonstrations.",0
1478_3,The Enterprise account would also allow for distribution of apps at the organizational level - either in-house or to clients.,0
1479_1,The Targeted Distribution approach doesn't seem to satisfy the need to sell or distribute from a company to clients.,0
1479_2,"Ideally, a mini storefront or splash page for the company and product would help draw in clients.",0
1479_3,It could also allow for a specific download key if purchases were made outside of the app Marketplace.,0
1479_4,"Together, this level of support would cater to a market that would like to leverage the Marketplace in a unique way while having the tools and capabilities to develop apps without requirements of personal accounts or devices.",0
1479_5,"Allowing for tester groups or ""profiles"" would allow for efficient test setup in the Marketplace, especially_ï¿__ more",0
1479_6,"If the app shows sensitive data when deativated, it would be good to be able to use a different image for fast app switching instead of a screenshot of the application",1
1479_7,"Daemon service should be turnable on and off per app basis, in the same way like periodic tasks.",1
1479_8,This would enable apps like Skype to work in background and show incoming call nobtification.,0
1481_1,With mobile platform already emerging very fast.,0
1481_2,Microsoft should advertise windows phone development APIs in Visual Studio,1
1481_3,"Currently, the search button only opens Bing.",0
1481_4,"Please make it instead fire an event, which could be used to open an app's search bar or page.",1
1482_1,native Midi file support,0
1482_2,"Identify cell and BTS connected, RSCP,CPICH RSSI and EcNo, pathloss, (...), Wifi RSSI/strength",0
1482_3,"If a contact has a phone number whose type is ""company"", then you have no way to access it in a 3rd-party app, because the Contact.PhoneNumbers does not contain it.",0
1483_1,"It must be a bug, and it's terribly annoying for dialer apps.",0
1483_2,Pls fix it ASAP!,1
1484_1,"when you lock your screen and keep your phone in your Jeans front pocket, sometimes your camera button is pressed for few seconds and the camera mode popsup and screen automatically unlocks, and i got almost 30 blank pictures in my camera roll.",0
1485_1,I have a Samsung Focus S which has the camera button on the side.,0
1485_2,Enable to send tweets within an app by showing a TwitterComposeTask.,0
